Summary,Review,Rating
"Great place to work, great enviroment.","Walmart Corporate apply very well their culture, managers are open and flexible, they have a friendly environment, and every day  is fun at the Home Office. There is nothing hard when you work happy.",5
Overall a great place to work and grow,I have worked in many area of this company.  The company has had to evolve over the years and has some growing pains.  Yet they persevere and come out stronger every year.,5
Productive and fun environment,"optimizing fleet strategy. working with cross functional stakeholders.  effectively working on program delivery.  setting the vision for supply chain efficiencies",5
I love to work with Walmart.,Excellent  environment to work. I am a automation Engineer. I do both Manual and Automation testing by using  a management tool ALM and for Automation testing using a tool called UFT>,1
Great Company,"A challenging, yet rewarding organization. Walmart provided opportunities to 1.4 million associates in the U.S. and is a great organization.",4
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
Good place to work.,This is a good place to work because it teaches you to work with people and help them. I was able to learn a lot about the culture of emergency medicine.,3
Good place to work if you are attending school.,"I was able to go to school, work, and have a family life. The managers are willing to work with people that are attending school.",3
Great place with lots of growth opportunities,You have the ability to do so many different jobs/positions without ever leaving the company. The company invests in your training and development.,4
"Good Company, Fast Paced, ever changing",Walmart is a good company to work for. The culture is strong. Large Company that requires good networking to see the different parts of it and how the parts equal the whole. Co-workers understood importance of customer service. Enjoyed the variety of work. Never a dull day.,4
Overall good,Overall good company.  Enjoyed working with some great and talented people.  There is a lot of extra processes to getting things done.,3
Great place to work!,A lot of opportunity to learn a variety of different skills and business areas.  Great area to raise a family.  The sky is the limit.,3
Walmart is a good company to work for,Walmart is a good company to work for.  They have a great mission to help people.  You have an amazing opportunity to make a huge impact on the world around you.  Walmart also pays very well.,5
A good place to learn business skills,"As the first full time job in USA, Walmart provides me a lot of opportunities to lear, practice, and apply knowledge and skill in daily business. I have a very diversity team, people are from all over the world. It is a good place to interact with people who from different places and have different background.",4
"Working hard and advancing, but not advancing as quickly as the work is piled on.","The organization has many excellent, dedicated professionals. That said, this team is very dysfunctional and the ones doing the majority of the work are not recognized and if you let them, they will bury you alive in work.",4
"Learned something new every day, whether it was for professional or personal development",The work was rewarding and really made you feel that you are making a difference for our customers. The best part was the people.  I was fortunate to work with some of the hardest workers who care about what they are doing.,5
largest employer,"Walmart is world's largest employer and customer focused employer. Customer is always right. Good place to work. Diversified good work environment.   open door policy is practiced.",4
Job Culture,"Fun work place with amazing work life balance. The culture at Wal-Mart is very consensus based. So, it is sometimes difficult to make progress and turn this huge ship.",3
Had fun working with my co workers,"i enjoyed working along side other co-workers, and learning all there is to know about the trade. Learned a lot. great job",3
Company that Brings out the best in you,I have worked with Walmart for 19 years.  It has been and still is a great experience.  I started out as hourly and worked my way into a leadership role.,5
"I love it, love it, love it thats all I can say.",IT'S A GREAT COMPANY TO WORK FOR. I wish I could get a job with them again. I put my 2 weeks notice in because I had to move to Florida for family reasons.,5
Great experience completely unrelated to my field of study,"Each day I was in charge of fifteen seven and eight year olds.  I had to create activities, games, and crafts for the children to keep them occupied and engaged throughout the day.",5
A place you can work with more opportunities than most places,"There are so many opportunities here and you can find a job doing just about anything you would like to do.  At times it is hard to move around within the company and the budgets are cut however, that is part of the retail environment.",4
They really live up to their culture,This was an amazing experience for me. I would actually go back. They are good about advancement and promoting within. The amount of experience and knowledge is worth it.,5
Recommend for anyone to work at Walmart,"I'd recommend working there.  Great people, culture, and benefits.  You can follow almost any career path you choose while there, from supply-chain/transportation to aviation, retail merchandising to a career in law.",4
Great opportunity,Great culture  and great opportunities. good benefits - 401k match and stock options. Diversity focus and great work life balance. Good place to work for.,5
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
great place to work,"Company is having internal people issues, turnover due to performance training of their associates and pay structure.  Internal accounting issues, i.e. inventory, payroll, and other.",3
Good place to work,"Gained knolwedge on various enterprise applicationsGood visibilityHas independence to make decisions & also same way accountability",5
Oustanding people with challenging opportunities a Great experience all the way around,"Day to Day work is always challenging and enjoyable, Team members are diverse and always a great experience. My efforts as level 2 /and Holiday support teams always had me on my toes and working the business to a successful outcome. The teaming and work together culture allowed me to gain a greater knowledge / big picture on how Point of Sales, Networking and Many other skills sets must work as one (together)",4
Walmart is a place where you will retire if you are fortunate enough to become an Associate.,"Awesome place to be employed.  The culture is unlike ""any other"" I have experienced in my 30+ years of Information Science.  Only the once venerable ""AT&T Bell Laboratories"" comes close.",5
Wal-Mart,One of the best jobs I ever had. I was young when i worked there and did not have the maturity to appreciate the company for what it is.,5
"•	Responsible for design and maintenance of the Subversion/GIT Repositories, views, and the access control strategies.","•	Performed all necessary day-to-day Subversion/GIT support for different projects.•	Analyze and resolve compilation and deployment errors related to code development, branching, merging and building of source code.•	Develop and enhance the automated configuration management system.•	Maintain and enhance current build procedures for all software development projects.•	Branching and merging of the code base in CVS.•	Create Chef Automation tools and builds, and do an overall process improvement to any manual processes.",5
Management,"In previous roles, I have been extremely satisfied with the company and leadership. Currently I work for a team that has very poor leadership and zero work/life balance.  I am a firm believer that management can ruin the morale of a team.  I have not given up on the company, I do believe that all teams are different and there are a million of different opportunities within Walmart.  If you are on the right team, you will truly be happy.",5
Met people from all over the World.,"Day goes fast, Talking with associates and Vendors.Management was helpful in may job.Getting along with people is very important..No real part of job i did not like. Loved the way people Treated me.",5
Great place to network,Learned a lot of valuable things to use in my future. Very fast paced environment. Daily touches with high level leadership.,3
It was alright,The company as a whole is a good company. I just didn't feel like I was treated respectfully. I don't think women get the same treatment as men.,3
good workplace and Effectively knowledgeable Facts.,"this summer internship helped me out to have a real time exposure of a work environment. As a business analyst, i understood the roles and responsibilities of being an analyst. Created different type of documents and the co workers helped me out the use different business tools to get the real time experience. i really thank Walmart for giving this great opportunity and even thankful for my university for giving me the permission for Internship.",4
Great place to work and grow,Great Opportunity for all who want to work hard and develop their skills.  The people are great and you can learn something new everyday.,5
Enjoyable,"I enjoyed working as a Microfilm Clerk because I did different things everyday all day.  Co-workers easy to work with, they are nice and respectful.",5
The hours here are  long but the work is steady and the people here are great.  Management is very focused on the task at hand.,"Their willingness to not only allow you to learn new software, techniques and languages, but they are willing to teach you these skills is what I find most appealing.",4
Premier Concepts,"A typical day At Walmart is sometimes quiet, but any other day such as a holiday. It's usually busy with customers, and Walmart workers. I've learned that if I schedule myself to get up early and arrived to work two hours earlier that I can get a lot more work done. It's much easy for me to get with the morning managers that arrive. I need to check to make sure that my product is in the stores. The hardest part about my job is not to be able to help a customer. Although, I'm a vendor and I don't actually work for the store, I like to help customers find what their looking for. Most importantly I love the traveling. I get to see different faces everyday. I get to talk about my product to new and old managers. It' exciting.",4
Review of Experience,This is a really good company to work for. The manager really works with your personal schedule and encourages the associates underneath him/her.,5
Work place,The hours are amazing with my hectic life schedule.  Just three 12 hour shifts and the remaining days of the week off.  The management is a little stressful.  But the work is rewarding.,4
This was a good company to start out with. There are a lot of technologies to get experience with.,Good environment for getting stated out of college. The city is fun and continues to grow on a daily basis. I really enjoyed working here the past 9 years but looking for new opportunities now.,2
Career Opportunities,"Great Company to work for. Gained valuable experience. The dept you work in feels like your family. Never bored, always changing. Must be able to adapt to change. Retail is not black and white.",5
Corporate slave.,"I'm glad I saw my way out.  It felt like being trapped in the middle of the desert.  Imagine seeing life in one color.  Imagine no trees, no windows.  Imagine entering and exiting out the doors having to cross paths with a slew of zombie cigarette smokers everytime - that's WM RE Division.",2
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
A career here is hard to maintain,"Walmart touts family, as long as it does not interfere with their goals. There is a strong move to prevent 'associates' from being recognized individually for their good project outcomes, but on down the line, the managers get credit for the successes.There are meetings every day, which eat into a person's window of productivity. Managers are notorious for assigning far too many projects to each individual. If the individual falls into disfavor with the manager, he/she can use project completion failure as a means to get rid of the employee.The people generally on the floor are great to work with. However, they are hardly ever the ones who hire and fire.I learned that the farther up you go in the ranks, the more enemies you make. Most managers are micro-managers, stepping on your shoulders to get on up, and working the system where they are never to blame for failures.I liked the people I worked with. I had a great deal of respect for how hard they worked.",3
Great Company for starting my career,"I spent almost 10 years learning the Business of Retail through the eyes of one of the most successful Retail Companies in the World.  The culture is very inviting, I especially enjoyed the energy shared for the passion of Retail Sales.",4
Great starter job,"Basic customer service job with many opportunities for advancement in the Walmart/Sams club company. Builds personal business relations, consistent communications, and teaches the level entry side to retail and customer service jobs.",5
Great place for career advancement if you're in the right area/department,"At Walmart they are all about teaching you management skills and advancement is available in certain levels.  But as all large companies there are politics that are instilled, you either work your way around it, or decide if Walmart is the place for you.  The culture there is better than some places I have to admit.  I also learned that if you're more into Buying and Merchandising this is the company for you.  But if you looking to be creative, or designing, then this is not the company for you.",3
Development at a Global Scale,"Working on an Infrastructure level application development team means nothing is done on a small scale when considering a global company like Walmart Stores.  Designing, building and implementing an application into this environment is both the most challenging and the most satisfying part of this job.",5
Wonderful company and people to work with and for,"The management are wonderful and care about their people and their families. Work environment is fun but also proficient.",5
Great company to work for.,Lots of career advancement and learning opportunities. Good benefits and compensation. Descent work/life balance. Ok working environment.,5
Good learning opportunity,This is a huge place to work and it was an excellen learning opportunity. I worked in IT and there was a ton of overtime. They have a mandatory 9 hr workday. Great place overall.,3
Productive weeks,"Always had productive weeks wether it was managing inventorys or handling personnel issues or P&l reviews, compliance visits, customer issues,merchandising, balancing merchandise, hirng and staffing, for 24 stores, technical visits",5
friendly environembt,fun workplace and opportunity to learn lot of technologies.Wal-Mart is one of the leading Wholesale and Retail stores in the world.,5
Help Desk Support,"Learned the job quickly and was training new employee within a month. Most difficult part of this job was the dis-connectivity between different teams and company for example working money gram, networking, hardware then software.",4
A company who makes a difference and helps people save money so they can live better.,Great company to work for if you want to work hard and enjoy making a difference in customers and co-workers lives.  the most enjoyable part of the job is knowing you can make a difference in someones life and the people you work with.,5
A great learning and promotional enviroment,Walmart is a great company to work for. Walmart encourages associates to continue to learn and promote from within.  The company makes classes available to help each associate advance into management if they so desire.,5
Productive and highly detailed,Reviewing all items with a chemical formula for proper classification.  Proper classification of all hazardous products according to DOT regulations for transport and disposal.  I love doing detailed research.,5
Walmart,"No loyalty with Walmart, no matter how dedicated you have been over the years.  No set schedule, that isn't ever altered. Typical day at work:Tour outside of the building Read all email, check sales, budget, etc. Tour store for first hour, notating any opportunities in operations, people, etc. 8:30 management meeting:  delegating all opportunities 9:00 store meeting with all associates - communicating yesterdays sales, opportunities for the day, recognition, etc. 10am-12pm- touring and scanning different areas of the store with the asst. mgr. and dept. mgr. over whatever area I'm touring. Custom service throughout the day usually conference calls at least twice a weekcompliance daily (inspecting for issues, etc.) management meeting for follow-up at 4 pm getting the next shift ready for business. My day is always at lest 12 hours long (scheduled)",3
Fast Paced Work Environment with multiple Career Opportunities,"Walmart is a company where associates maintain a fast pace and sometimes hectic work schedule.  My coworkers are focused more on the team’s success rather than on their own accolades.  The hardest part of my job is managing multiple projects.  However, it is fun to be able to work on something different and not be limited to the same project for multiple years.   The most enjoyable part of my job is that I can learn about multiple areas of store systems.  My team works on small projects, so I have the opportunity to work on something new.",3
Diverse company but difficult to move laterally or upward,A typical day at Walmart really depends on what department/area you work in and varies greatly.  I thought it would be easier to move around internally than it was.  My favorite part of working there wasn't my daily job but volunteering each year during shareholder week when associates from all over the world descend on Bentonville.,3
Great people good job,Enjoyed my co-workers.  Management for the most part are good.  Last manager needed lessons on how to cultivate a productive atmosphere.,5
"Incredible work experience, committed to best customer experience","Best work experience in my career which spanned 13 years and encompassed a number of positions each which provided new challenges and learning opportunities. Worked as a district manager in specialty which afforded me the opportunity to travel across the western US working with field associates and interacting directly with customers/ Sam's Club Members.  Home office positions broadened experience in operations, technical support, and buying responsibilities for a unique category. Management was open and supportive and provided new career opportunities along the way.  Worked along side some of the most talented individuals I've had the pleasure working with in my career. Navigating internal hurtles in regards to bringing new products and services to market was one of the most challenging aspects of the positions I held.  Just a few of the most rewarding aspects; Helping to increase efficiencies in process and procedures, bringing new technologies and services to the market place, helping others with leadership development and growth.",5
Review,When you start your shift you start cleaning your workstation. If a customer comes up while you are cleaning you stop cleaning and take care of the customer. When it is slow you would red line your station which means that you stand at the front of your station and help customers as well as aid them in what they are looking for.,3
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
Great place to work.,"Excellent place to work, not good work/life balance. Excellent advancement opportunities as long as you were willing to play the game.",4
"Great place to work and become a well-rounded individual, as it relates to business","Floral Replenishment ManagerResponsible for supervising and directing all Co-Managed floral suppliers in replenishment and delivery procedures.  Reviewed on a quarterly basis all item and fineline profiles to insure validity of each profile.     ●	Introduced 2-tier replenishment to the floral department.●	Implemented and trained the department on the PCP program to ensure stores received product by store of the community (SOTC).●	Taught replenishment classes (DCS2000 and CPFR) to other Walmart associates and to suppliers. ●	Helped establish the ethyl block program to increase shelf life of products from suppliers to store levels.●	Developed a specification check list for quality control and quality assurance in the Walmart warehouses by item based off lead times.●	Worked with Divisional Manager and Floral Buyer to establish instock levels and markdown criteria levels for the Floral Division.  This criteria helped increase in-stock percentages 4%.●	Set-up and monitored the (MBM) modular traiting process for the Floral Division.",5
Long time associate let go in a re-structure,"I managed three teams of developers with two managers and 12 associates reporting directly to me.  I handled multiple projects at a time ensuring they were on-track, on-time, and within the budget.  I would handle project conflicts and help guide my managers and associates daily.  The best part of my job was helping my team grow and achieve results.",4
Great Company,Great company to work for. it a family oriented atmosphere and even when you are at work it does not feel like you are working.,5
Hardworking Co Workers,Dedicated Co Workers.  Good benefits including 401k.  Paid vacations.  Learned time management and workload balance.  Work/life balance was a struggle.,5
Had a great career at the company,"This was my first job out of high school, and stayed with the company for 18 years. This set the basis for developing my work ethics.",4
Productive and fast paced,"A very beneficial learning environment, long hours,temporary position for the holiday rush. Demanding hours for customer satisfaction, rewarding benefits from management.",4
backroom,tended to backroom area insuring items needed stocked was pulled to the floor and items in the backroom was organized and put away properly,4
Strong Company Culture with good compensation,"When you come to Walmart, the magnitude of the scale in terms of projects is incredible.-You will work 50-60 hrs a week-You can do anything anywhere if you can succeed at Walmart-Co-Workers are very collaborative-The hardest part of the job is that the company is very political and process hinders innovation",4
excellence,My experience with Walmart was definitely one of the best for my career. I learned so much about retail from the ground up.  Walmart knows their business and people,5
"Good Place to Work, Depending on Supervisors","Department definitely teaches you how to solve your own problems/wear a bunch of different hats. Most of the supporting teams are very cooperative. Like any job however, depends on the manager you are assigned to as to how enjoyable it is to work there. They need to build better info-structure, as for a large company the website is run too much on outdated and poor working systems.",3
Extremely Focused and Productive,"This company is always on the move to perform better, we are very focused on results and I experience this daily.  I've gained a great deal of knowledge through this diverse company, the pace that we move projects through can be intense and this makes the job more exciting everyday.  The management is focused on assisting each manager/associate to reach their own full potential.   The hardest part of the job is understanding the volume and the multiple functions that each divisions responsibilities and how this all fits together with 2 million associates. The greatest part is seeing the value this business is for the communities they serve, and the company's goal of giving back to those communities with being a global leader in various actions.",4
"Nice, open, and friendly working environment","Handle computer task, I can get helps from anyone work on the floor Not a bossy manager who never put a pressure on your project. I am free to contribute and raise new ideas and free to add what is the best way to accomplish my duty.",4
Work has become ritualistic and the culture calcified with more years worked the essential badge of honor,"Lots of talk about innovation and change; however, it's more like the shouts of food from a starving man and water from a thirsty man.  Work for the majority has become ritualized with the 20% doing the work.  Little accountability which is supported by the musical chair of job rotation every 18 months.  Middle Management is weak although enough talent to bubble to the top.  The culture is calcified and can be a challenge for integration - learn the language which is a interesting mix of ITIL, Project Management and sprinkles of theology.  Nice people but many of the lifers will keep you at an arms length and subtly remind you that you are an outsider.  Over time their ISD group will be increasingly outsourced and migrate to the cloud.",2
Great company for anyone to work for.,"Walk in see acustomer(s) take their order(s),if they want to sample a product or new one we receive I let them/if not check to see if they need something else.I learn how to deal with all kind of people .How to work with management team by keeping each other inform,on how the department is performaning/Short staff is hards part/other than that is a very great place to work just interacting with customers and assoicates.",5
Walmart Stores Inc,World's largest retailer.  Great organization.  Focused on associate and corporate growth.  Great opportunity for any type of associate.  Good growth potential.,5
A typical day of working at Wal-Mart.,"I loved working in the accounting office. Counting money, coupons, safe, ect, getting everything organized and balanced in the office by the end of the day. Helping Customer Service and Loss Prevention with issues. Deposits, banking issues, money +/-, and paperwork had to be done in the afternoon.",5
Good stable company,I have enjoyed my time with this company and cannot say enough about the culture which it embodies. It is not the place for everybody but it is an amazing company.,4
Fun Place Good People,"Culture is good can't trust upper management but overall great company! Like my job and the people I work for from day to day but management will do anything to meet business objectives. Sr. Managers/Directors in Accounts Receivable will lie to you face. If you are looking for a good company Walmart is the place just avoid GSS AR...",5
Productive workplace,"As the world’s largest retailer, we depend on our Human Resources team to understand the connection between matching the right person to the right job and our broader mission of helping people save money and live better. Additionally, we look to our HR associates to motivate and empower our 2.2 million associates globally, ensuring that every single member of our team feels uniquely fulfilled, challenged and capable of successfully accomplishing our day-to-day operations.",5
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
Cutting edge technology tough work environment,"If you like drinking from a fire hose, WalMart is the place to be.  Very fast paced, strong management oversight, high performance expectations.  You will learn tons there every day, and work with very competent and professional people.  Your work output is highly scrutinized and subjected to intense review if you are unfortunate enough to have a change cause a problem.  So the methodology there is rigorous at least.  If you like working on the latest products and techniques, WalMart will make you happy.",4
It's Walmart,"The company is a great place to work for people in the right positions -- as I'm sure is true with any organization. However, it's easy to get siloed into  specific areas and those are usually the least enjoyable ones.  The culture is great and would be even better if it were embraced and acted out by all in the company.",4
Walmart - Great Place to Start a Job,"Walmart is good place to start learning.  The environment is tough, fun and challenging.  You are immediately exposed to new technology and situations that will grow you.  The IT promotions narrow quickly after Senior Programmer Analyst, so having a deep network to help push your promotions is a must.  If several people two positions above you are not pushing for your promotion, it will not happen.",2
Good for self growth,"Although their wages are not the highest, they are all about promoting within.  They will send you to alot of classes that help with leadership.",5
Not That Great,A typical day would be providing administrative support to 3 Directors and approximately 250 associates.  Set up meetings and travel for the 2 Directors.,2
Great if your not a temp,"A typical day- Show up at your time scheduled, and take phone calls from customers about software/hardware being broken. Work with the team and resources at your disposal to figure out the issue. What I learned- I learned a little bit about the software the company uses. This is a break fix desk. Co-workers- Coworkers are coworkers. You have your awesome ones who do their work, and then you have those who don't. Hardest Part-Is being pushed for a time dead line not leaving any room to resolve issues. A lot of call backs have to be made. Most enjoyable- Coworkers that I got to know were great. We clicked on a lot of things besides work.",4
Fashion Distributor,"Great Company overall, Just very little focus on the work/Life balance leading to less than favorable Morales through out the company.",3
Walmart was a good company to work for.,"I worked for Wal-Mart for 20 years. Started at Sam's Club and moved my way up to Senior Planner at Wal- Mart corporate office. If you are dedicated,hard worker and want to grow there are many opportunities within the organization.",4
Flexible work environment.,"•	IT professional with overall nine plus years IT experience on different RDMS (SQL Server, Informix and Oracle).•	Proficient in Business Objects Crystal Reports, TSQL, PL SQL programming, writing Stored Procedures, Functions, Database Triggers, and SSIS Package etc. •	Experience as Project Lead, Customer Focal Point, and Managing Off-shore development/testing team. •	A very good team player and self-motivated with a positive approach. •	Strong inter-personal skills, Good communication at all levels. •	Familiar with the software development life cycle, Database administration and overall web application architecture.",5
Great Company,"Great company, and while it's still changing, requires individuals who are skilled and dedicated across the board.  The culture is one of the greatest aspects of working there.",5
Walmart is Walmart.  Its what you make of it.,I enjoyed my experience at Walmart.  I worked with some fabulous people and got an inside look at the worlds largest retailer.,5
Current state of Item file is segmented and each module and line of business has its own .Enterprise Master Item provides one view to give a consisten,"•	Involved in developing UI with Angularjs, HTML5, Bootstrap.•	Involved inusing JAX-RS api for building Restful webservices.•	Used JSON format for webservices data interchange.•	UsedSOAP UIfor testing webservices.•	Involved in writing TestNg test cases.•	Participated in Test driven development.",5
Productive,I like their ethics and how they are a part of the community. This is a company that wants to see their associates grow and move forward by training & education.,5
Overall a positive learning experience,"My position was involved with the pilot program for the Back Office Support Services. There was a lot to learn for all of us, as the program was evolving during our whole work period. We had many instances of using the Smart System and Digitization along with our manual spreadsheets to track UPC exceptions made at the store level. I learned a lot about the Wal-Mart computer systems and a lot about being very adaptable. The hardest part of the job was that there was an incredible backlog for Merchandise Transfer Requests paperwork between stores. Most of these contained errors and needed to be corrected. The number was very large and management really thought that we could have them cleared out before our work transferred to Charlotte. We worked as diligently as possible to clear as many of these as we possibly could. My coworkers were the best part.",4
Walmart Stores Inc,Walmart has provided me with great opportunities for personal and professional growth. The company has a strong culture and is known for driving results.,4
Walmart,"Walmart has been a great company to work for. I am just ready to try and move away from mainframes and into something more people related.  I have learned so much with Walmart since in the past few years technology has grown by leaps and bounds. I would say the hardest part of the job has been trying to keep current with all new changes. Something is changed and about the time you can figure it out, they change it again. My co-workers have become my second family and always encourage me to spread my wings and be myself. The most enjoyable part of my job has been all the people I have met from the many countries that we support.",4
N/a,What can be said for the retailer that changed the industry. Great company and culture but changes that started in 2005 changed the way associates and middle management were treated.,4
fast and easy advancement,"fast and easy advancementloyalty among team matesmanagement was likeable and supportivemost enjoyable part of the job was working with the many personalities among my vendors and co workers",5
Top Notch management and effective communication,"As a Workflow coordinator, my typical day began with compiling reports for metric building, overseeing a group of 20 associates to ensure workflow processes were being implemented and followed, conducting meetings and training where necessary and providing feedback to upper leadership about the team. Communication was very important and leadership always made sure that information was communicated to us as soon as possible. Their door was always open to address any concerns or ideas associate may have. I loved being a part of a team and part of a project that would be leading the company to one of their biggest financial decisions. The hardest part of the job was keeping up with all of the constant changes and going back to the associates with those changes to be met with frustration and push back. The most enjoyable part of the job was the team. I had the pleasure of working with a wonderful group of people who brought different attributes to the team.",5
Great Company,A great company to work and grow with. The sky is the limit for career advancement within Walmart. The company has great culture and management are great. Definitely recommend Walmart Homeoffice to anyone.for career opportunity.,5
Corporate office setting,"This company is very cost conscious, but  tends to promote from within making it a good opportunity for advancement in all areas, even in the retail stores as well.",3
Walmart has a lot opportunity,Walmart is a very large company.  There is a mulititude of people working there.  There is a job for everyone there.  They encourage you move around if you are interested in other jobs.  I have enjoyed my time there.  There is rarely a year were there's not a major change to spice things up.,4
We always had some sort of competion or something fun to boost morale.,"Arrive on time with a positive attitude and set a good example for others.  Manage my cashiers and their breaks. Open additional lines if needed an call associates from other departments.  The importance of active listening was the greatest thing I learned.  Management always offered feedback and really helped me improve and achieve promotions.  My co-workers respected my decisions, fairness and honesty.  They really make a good team great.  Working over time and holidays away from my children was difficult at first until they understood why I do what I do.  My success and enjoyment would have been imposable without a great team and excellent management.",5
"Enjoyed the job, not to much the travel and time away from family","Challenging, fast paced.  Everyday involved new tasked to accomplish.  Under a strict timeline and budget to accomplish and finish projects.",4
I enjoy the culture and my work,Walmart is a great company and I really enjoy the work I do. I appreciate the opportunities I've been given. I'm looking for a new adventure to use my skills.,4
Excellent company to work for!,"Walmart is a very ethical company which treats its employees with respect.  Professional work environment.  Since Walmart is a large company, there are many different job opportunities and employees are encouraged to frequently pursue positions in different areas of the company to broaden their knowledge, and to achieve personal career goals.",5
Challenging and Energetic Experience,I really enjoyed working across functional areas of the business.  My 11 years of working with multiple cultures was enjoyable as well.  I love people and building productive relationships.,5
Average,Average place to work.  Decent salaries and work life balance if you are in the right job.  Not the same experience for everyone.,4
Developing skills,"Walmart is a great place to develop skills for managing and leading.On a typical day there is a great amount of team work that goes on to deliver good customer service. This company can engage an individual to manage, lead, and merchandise their product to promote sales. The hardest part would be the company policy on attendance. They are very strick on this field. The best part would be the grown of the company and development of a career goal.",4
Good workplace,"In the deli we were always more around food than we were around customers. We always got to try all the new food that was cooked and give the person that made it, our personal opinion.That was probably the best part. The management was very easy to get along with and your boss always worked around your schedule. You and your coworkers probably don't usually have anything in common so you always learn something new about someone everyday. It was always a learning experience.",4
Fun Workplace with space to grow in company,"It was overall a great place to work, very kind and understanding management. I learned more speaking and problem solving skills especially with the costumers. Co-workers were very kind and helpful, we all worked as a team. The hardest part of the job was getting costumers that were grumpy but we always remained calm while assisting them.",5
Better than most,The company expects a 45 hour work week from salaried associates.,3
Excellent company for advancement opportunities.,"There are many opportunities to advance, as well as great compensation and benefits.",4
"If you are into family and small towns, this is the place for you","Great people, great work. Locating all your in-house talent in Bentonville, AR is soul-sucking.The caliber of people that the company is able to recruit is amazing I have never met a better group of colleagues. Keeping those people is more difficult. HQ is no place for anyone without a family or anyone who likes ""city."" Despite claims of Bentonville being an up and coming town, it is very small, infrastructure is terrible and airfare is horrendous.",4
Great Workplace,Walmart had great training opportunities. Co workers & management were friendly and understanding.,5
Inviting workplace,"A day at work was always fun. I have learned through this company the many aspects of what great customer service is. I have learned various computer applications. I have learned to speak in front of people through classes provided by the company. The management we had were an amazing group of people. They were always willing to lend a hand in whatever that we needed help with. They made sure we were in direct connection with them on a daily basis. My co-workers were a fun group of people to work with. Very helpful and energetic. They made coming into work feel good. The hardest part of the job at first was the speaking in front of a group of people or managers in department meetings or small team meetings. But I have overcome that by the classes provided by the company. The most enjoyable part of this job was the department meetings with the whole team. It gave us a chance to meet new people coming into the job and gave the chance to catch up with the whole team. We did various team builders in these meetings and everyone kept it fun and comfortable.",5
A culture anchored by strong principles and driven by diversity.,"EVERYONE at Walmart is an entrepreneur.  Everyone is a Sam Walton to the degree that they can or want to be.  If you walk through Walmart Home Office on any given evening, Saturday, Sunday, you will see salaried member of staff putting in extra hours.  They are doing it to help a customer, to bring a project in ahead of time, or to test out some new idea.  Not because they have to, but because they view service to the customer and striving for excellence as entrepreneurial license.  Walmart employees are called “associates” because they are true business partners.  That partnership is what allows a company the size of Walmart to operate as well as it does. The culture is constantly nourished by good leaders who put in the extra time to get to know everyone on some personal level.  I once said that time spent at Walmart as an associate at any level is an incredible education.  You not only have access to leaders at every level, but they have access to you and take a genuine interest in your career.  They are interested in associates' ideas and in putting in the extra time to listen, and give practical feedback.  In fact, most leaders took the same view that I did:  If the associates around me weren’t presenting ideas, discussing, and arguing their cause, then I wasn’t getting my money’s worth.   I had more than a quarrel or two during my time there. Never about the goal; just about how to attain it, and I came away a better associate, regardless of the outcome. Most of the time at Walmart you are so immersed in the culture that you fail to appreciate it the way you should. - more...",5
very diverse company with abundant opportunity,"very structured work environment, if you don't already have a strong work ethic you will learn to have one working here. no-nonsense management that recognize potential. co-workers are from all backgrounds which helps to develop good people skills and accept diversity. hardest part of my job are the overnight hours, I hope to come into the light soon. best part of the job is that I stay busy and I don't have much time to watch the clock.",5
Productive  and fun environment with a ping pong table,"A typical day at work is resolving refrigeration alarms that are running warm for all Wal-Mart Supercenter's, Sam's Clubs, & Wal-Mart Neighborhood Market's all over the world. I have learned to use a lot of software in this department, with nice co-workers in a nice environment. The hardest part of the long 12 hour shifts and the most enjoyable part of the job is the 4 day weekends.",4
Great experience to reach out to people in different departments,"Great lesson I've learned is to apply in-class knowledge to industry, great chance to reach out a lot of managers in different departments that helps build connections",4
Great work/life balance,"Daily tasks include running multiple reports, processing PO's to keep stores in stock, PO maintenance to reduce overstock at stores.  Creating new items for various features such as white sale, back to college, harvest, holiday, and new modular sets. Working for Wal-Mart has given me extensive knowledge of the retail world and customer behavior.  The management style at Wal-Mart is very laid back, with an understanding of family and work/life balance.  They encourage all associates to grow their career with Wal-Mart.  The hardest part of the job is the constant change, but that also makes it a fun challenge.  The associates and the charitable contributions that Wal-Mart make to the community are the most enjoyable part of the job.",5
